"date","yday","bikes","cars","trucks","others","tempmin","tempmax","temp","humidity","tempdew","cloudiness","rain","sunshine","wind","windmax"
2023-05-07,126,226,1916,17,0,7.6,11,9.39,81,6.26,100,0,1,3.45,4.7
2023-05-08,127,244,1462,229,0,5.7,17.7,11.82,66,5.16,54,0,862,3.78,6.1
2023-05-09,128,309,1570,266,1,6.7,21,14.77,55,5.35,42,0,828,3.06,5.5
2023-05-10,129,71,1419,293,1,11,15.6,13.68,70,8.23,99,0.3,18,1.87,4.5
2023-05-11,130,77,1375,302,1,10.4,16.9,12.91,90,11.36,97,11.1,40,1.15,2.6
2023-05-12,131,422,1896,259,2,9.4,20.8,14.89,67,7.68,55,0,563,2.07,4.5
2023-05-13,132,924,2038,50,3,6,19.9,13.78,63,5.99,30,0,644,1.96,3.8
2023-05-14,133,516,2110,19,2,6.2,19.4,13.42,67,6.72,65,0,404,1.74,3.9
2023-05-15,134,197,1526,339,0,7.1,19.4,14.07,66,7.41,79,0.8,328,3.05,6.9
2023-05-16,135,139,1734,346,2,7.8,13.7,10.28,67,4.1,83,0.2,375,5.11,7
2023-05-17,136,284,1962,275,1,7.2,12.4,9.23,64,2.5,57,0,520,4.34,6.3
2023-05-18,137,1314,3074,26,3,0.7,13.5,8.32,67,2.14,99,0,586,1.75,3.1
2023-05-19,138,1336,2675,112,1,5.6,17.1,11.76,64,4.52,92,0,378,2.02,4.4
2023-05-20,139,1332,2766,56,4,8.2,16.6,12.12,78,8.47,99,0,0,1.61,3.6
2023-05-21,140,1277,2582,24,2,9.7,24.9,17.09,73,11.74,90,0,508,2.28,4.5
2023-05-22,141,234,1596,259,4,11.5,25.8,18.84,69,12.13,92,0.2,483,2.53,4.8
2023-05-23,142,49,1436,274,3,8.9,16.1,12.61,86,10.14,91,2.6,91,4.47,8.5
2023-05-24,143,195,1628,270,2,6.3,12.9,9.56,73,4.88,81,0,258,3.61,6.7
2023-05-25,144,333,1743,289,2,8.6,16,12.26,75,7.76,45,0,660,2.36,3.8
2023-05-26,145,549,2239,227,2,6.9,16.9,11.84,72,6.41,38,0,636,2.83,4.7
2023-05-27,146,1199,2432,67,3,3.6,18.9,12.22,67,5.6,4,0,875,2.12,3.6
2023-05-28,147,1600,3457,34,6,6.2,22.8,15.39,56,5.57,18,0,891,1.68,2.5
2023-05-29,148,999,3074,22,0,7,19.3,13.85,65,6.85,58,0,751,1.99,4.3
2023-05-30,149,262,1748,239,1,5.7,19.1,13.28,66,6.62,61,0,775,2.31,3.5
2023-05-31,150,358,1817,287,2,6.3,22.5,15.64,60,6.92,51,0,935,1.52,3
2023-06-01,151,233,1817,302,1,8.8,15.9,12.42,75,8.01,51,0,653,4.26,7.8
2023-06-02,152,404,1884,239,1,8.3,16.4,12.07,66,5.8,82,0,168,2.63,4.8
2023-06-03,153,872,1884,50,3,2.7,18.7,12.34,52,1.83,17,0,917,1.95,3.3
2023-06-04,154,979,2525,31,2,4.2,21.1,14.18,51,2.67,4,0,924,1.68,3.5
2023-06-05,155,345,1595,220,2,5.9,23.7,16.15,50,4.16,6,0,912,1.82,3.9
2023-06-06,156,251,1545,265,1,10,21.4,15.88,62,8.47,97,0,97,1.3,2.7
2023-06-07,157,202,1622,287,0,15,23.1,18.74,64,11.32,99,0,208,1.44,3
2023-06-08,158,465,1843,279,6,14.9,25.3,18.15,75,13.15,94,5.2,207,1.33,4.2
2023-06-09,159,853,2209,211,2,11.9,25.5,18.87,67,11.88,49,0,605,1.59,2.7
2023-06-10,160,1235,2362,45,7,10.4,26,18.11,67,11.54,23,0.4,783,1.81,7
2023-06-11,161,1020,2217,13,2,11.6,26.1,19.67,56,8.98,15,0,919,2.22,4.4
2023-06-12,162,296,1506,269,1,12,24.8,19.3,50,7.08,11,0,924,2.54,4.7
2023-06-13,163,379,1631,288,1,8.7,24,17.96,50,6.2,35,0,641,2.15,4.1
2023-06-14,164,366,1642,255,1,7.6,20.9,15.99,58,7.33,48,0,506,2.14,4.6
2023-06-15,165,411,1643,231,2,8.9,23.6,17.17,54,6.7,39,0,676,2.02,3.8
2023-06-16,166,455,1783,207,1,12.6,19.9,16.02,71,10.63,88,6.8,47,1.83,3.7
2023-06-17,167,1010,2051,64,2,12.4,23.4,18.44,67,11.71,24,0,898,2.86,5.1
2023-06-18,168,943,2151,20,2,11,27.1,20.47,56,10.31,36,0,762,1.58,2.8
2023-06-19,169,239,1367,196,1,18,27.1,22.51,54,12.54,92,0.2,245,2.22,4.7
2023-06-20,170,173,1395,252,4,17.7,27.9,21.59,74,16.42,85,6.5,359,1.59,3.2
2023-06-21,171,248,1621,271,4,18.2,26.8,22.61,71,16.75,67,6.6,619,2.59,5
2023-06-22,172,247,1358,288,8,16.3,28.5,20.97,76,16.17,86,27.8,293,2.74,9.6
2023-06-23,173,106,1380,224,1,13.8,18.6,16.51,93,15.38,83,46.2,105,3.06,6.8
2023-06-24,174,821,2009,49,0,10.1,24.5,18.53,69,12.13,48,0,921,2.07,3.6
2023-06-25,175,906,2151,16,1,13.6,27.3,22.24,58,13.04,29,0,639,1.68,2.6
2023-06-26,176,194,1437,273,1,18.4,30.2,23.34,54,13.2,53,0.9,552,4.28,8.1
2023-06-27,177,176,1606,247,4,13.2,21.6,17,60,8.96,55,1.6,585,4.52,6.7
2023-06-28,178,317,1798,255,1,12.1,22.4,17.51,63,9.88,27,0,853,3.03,4.8
2023-06-29,179,299,1686,278,3,13.4,22.6,19.22,70,13.37,88,0.4,99,1.25,2.8
2023-06-30,180,192,1685,206,2,14.5,18.4,16.65,86,14.17,97,4.5,47,2.03,4.7
2023-07-01,181,524,1804,47,0,9.9,20.3,16.64,69,10.66,98,0,63,3.01,5.4
2023-07-02,182,492,2010,20,2,15.3,21,17.41,61,9.43,92,0,315,4.42,7.6
2023-07-03,183,158,1523,213,2,12.1,19.8,16.94,55,7.58,81,0,442,3.78,6.6
2023-07-04,184,170,1729,303,0,13.5,22.3,17.7,56,8.65,64,0,493,3.52,6.4
2023-07-05,185,102,1615,257,0,13.9,20,17.54,58,8.85,80,2.6,351,3.87,6.3
2023-07-06,186,298,1829,265,2,11.5,21.1,16.95,59,8.42,52,0,584,2.27,5.3
2023-07-07,187,568,2003,211,0,11.7,27,20.27,50,8.17,7,0,942,2.04,3.5
2023-07-08,188,798,2228,44,1,13.8,30.2,22.72,50,10.45,11,0,914,2.29,4.5
2023-07-09,189,761,2044,23,4,15.3,33,24.57,51,12.87,49,2,759,1.96,4
2023-07-10,190,221,1531,213,9,17.4,24,20.84,75,16.08,68,2,514,3.46,6.3
2023-07-11,191,331,1940,240,0,14.5,31.1,23.42,57,13.45,49,0,901,2.31,4.2
2023-07-12,192,337,1955,256,1,18.7,25.5,22.76,53,12.27,75,0,600,4.5,7.9
2023-07-13,193,289,2035,266,1,12.4,22.3,18.13,61,10.11,71,0,482,3.12,6.4
2023-07-14,194,392,1976,202,0,11.3,25.2,19.51,54,9.32,55,0,612,1.92,4.2
2023-07-15,195,478,1988,51,8,16.6,30.7,24.86,47,12.38,84,0.3,351,3.18,5.2
2023-07-16,196,908,2705,18,1,19.2,24.8,22.08,52,11.29,53,0.2,740,4.05,6.6
2023-07-17,197,254,1963,215,1,12.4,24.5,19.55,52,8.65,55,5.5,527,4.1,11.1
2023-07-18,198,356,2314,206,3,12.1,24.7,18.12,57,8.69,54,0,617,1.84,3.1
2023-07-19,199,243,2249,222,1,12.7,23,18.22,62,10.38,95,2.7,251,2.58,5.1
2023-07-20,200,234,2211,225,0,11.9,20.6,15.98,75,10.92,65,6.9,460,2.42,5.2
2023-07-21,201,213,2183,174,0,11.4,20.3,15.54,70,9.97,98,3.4,99,2.08,4.6
2023-07-22,202,519,2316,44,3,12.9,21.9,17.03,61,9,82,0,273,3.59,6
2023-07-23,203,357,2405,19,2,14.1,22.6,18.77,62,10.97,96,0.2,128,4.01,8.6
2023-07-24,204,188,2088,262,3,14.7,26.2,20.28,66,13.38,92,4.7,340,3.9,6.8
2023-07-25,205,203,2578,237,0,12.8,18.9,15.47,71,10.04,91,0.4,152,2.87,5.7
2023-07-26,206,193,2638,246,0,11.2,19.5,15.12,63,7.78,87,0.2,441,3.1,5.1
2023-07-27,207,66,2114,236,2,13.7,18.3,15.65,77,11.53,88,3.4,0,3.1,6.4
2023-07-28,208,282,2401,208,2,17.9,24.8,20.77,68,14.55,66,0,655,4.35,7.8
2023-07-29,209,195,2096,41,0,16.2,24.1,19.74,76,14.98,75,17.8,333,2.26,5.2
2023-07-30,210,375,2653,21,2,15.7,20.8,18.18,66,11.63,83,0,447,3.29,5.5
2023-07-31,211,54,1751,193,0,14.9,21,17.68,73,12.77,99,0.4,101,3.84,7
2023-08-01,212,85,2144,228,0,14.7,20.8,17.41,75,12.9,79,7.8,343,3.55,6.7
2023-08-02,213,70,2165,214,0,13.6,20.1,16.76,79,13.01,83,3.9,168,3.17,7.1
2023-08-03,214,60,2074,251,2,15.5,19.8,17.45,76,13.21,89,3.6,291,4.72,7.5
2023-08-04,215,355,2492,203,2,14.9,21.1,17.46,70,11.76,83,0.1,381,2.82,5.2
2023-08-05,216,586,2395,44,2,13,20.6,16.82,73,11.76,93,0.2,205,1.68,3.7
2023-08-06,217,223,2312,18,2,12.9,20.5,16.03,79,12.05,98,18.7,265,1.8,4.5
2023-08-07,218,45,1574,184,0,13,17.4,14.89,76,10.69,92,5.2,251,5.3,7.8
2023-08-08,219,114,1822,221,0,12.6,18.8,15,67,8.93,77,2.5,329,5.31,7.6
2023-08-09,220,287,2319,258,0,10.3,19.6,15.35,65,8.37,59,3.9,610,2.94,4.6
2023-08-10,221,501,2591,286,5,9.8,21.5,16.5,63,8.86,31,0,770,2.04,4.7
2023-08-11,222,864,2577,172,1,14.5,27.6,20.76,62,12.66,43,0,761,1.43,2.5
2023-08-12,223,407,2284,40,2,18.3,26,21.68,71,16.1,89,0.9,158,2.3,4.9
2023-08-13,224,1007,2740,15,2,14,25.6,20.15,70,14.05,81,0,440,1.99,4.2
2023-08-14,225,238,2055,268,8,13.4,28.4,21.61,72,15.98,70,0.9,516,2.22,3.6
2023-08-15,226,142,1887,283,5,18.4,27.9,22.53,76,17.83,64,2.6,386,2.08,5.9
2023-08-16,227,158,1906,251,0,15.6,24.7,20.08,85,17.32,68,3.7,412,1.23,3.2
2023-08-17,228,194,1840,223,2,17.7,23.4,18.99,92,17.69,96,22.4,37,1.57,4.8
2023-08-18,229,548,2156,190,2,16.5,27.9,22.02,82,18.5,45,0,589,1.78,4.6
2023-08-19,230,650,2067,53,2,18.4,31.3,25.2,69,18.38,68,0.4,519,1.92,3.8
2023-08-20,231,887,2318,16,4,19.3,27,22.77,76,17.93,64,0,413,1.52,2.8
2023-08-21,232,337,1775,219,0,17.8,25.9,21.81,70,15.82,61,0,427,1.39,2.7
2023-08-22,233,368,1893,233,2,16.1,25.7,20.71,68,14.38,89,0,383,2,5
2023-08-23,234,426,1926,267,1,12.5,24.6,19.25,69,12.8,34,0,734,2.16,4.8
2023-08-24,235,371,1895,312,4,14.9,27,21.2,66,14.31,68,0,364,1.68,4
2023-08-25,236,359,1688,209,11,17.3,24.7,20.84,76,16.38,73,2.3,291,1.66,3.1
2023-08-26,237,630,2183,49,3,12.6,22,18.65,72,12.96,64,4.1,434,2.66,6
2023-08-27,238,475,2244,22,1,11.3,21.3,17.22,66,10.65,91,1.1,89,2.36,4.8
2023-08-28,239,162,1574,296,2,12.5,18.3,15.35,69,9.59,73,0,323,2.56,4.6
2023-08-29,240,125,1604,298,2,13.1,18.1,15.09,77,11.06,99,0,70,1.96,3.1
2023-08-30,241,179,1734,341,0,9.7,20.2,15.07,73,9.95,78,3.3,319,1.58,2.8
2023-08-31,242,117,1645,310,4,10.4,15.8,13.26,76,8.97,85,4.8,230,2.8,5.4
2023-09-01,243,284,1865,268,1,9.6,19.2,15.03,77,10.87,83,0.5,284,1.82,3.4
2023-09-02,244,655,1956,51,0,10.8,21.4,16.55,82,13.3,79,0.3,272,1.07,1.7
2023-09-03,245,974,2587,19,3,12.4,19.5,16.06,77,11.78,96,0,523,2.19,4.2
2023-09-04,246,384,1727,201,3,9.6,24.7,17.26,68,10.58,23,0,767,2.16,3.4
2023-09-05,247,432,1886,244,4,14.7,28.8,22.77,54,12.65,17,0,773,2.31,4.1
2023-09-06,248,530,1902,273,5,12.1,28.6,20.91,64,12.84,2,0,769,1.88,3.7
2023-09-07,249,488,1958,267,2,15.7,27.6,20.84,62,12.81,30,0,758,2.66,4.9
2023-09-08,250,650,2145,173,5,12.1,29.7,21.7,58,12.07,0,0,755,2.32,4
2023-09-09,251,1088,2624,51,1,11.8,29.8,21.13,60,11.89,45,0,740,1.7,3
2023-09-10,252,1133,2699,14,5,13.1,28.2,20.95,69,14.37,24,0,732,1.55,2.5
2023-09-11,253,338,1663,265,1,14.2,29.8,22.65,64,14.5,24,0,708,1.88,3.2
2023-09-12,254,149,1668,284,4,16.4,24.9,21.09,69,14.83,77,0,438,1.6,4.7
2023-09-13,255,63,1522,268,6,12,22.5,16.7,86,14.2,93,19.4,112,2.71,5.4
2023-09-14,256,234,1893,279,2,7.2,17.2,12.67,76,8.39,35,0,527,1.77,3.2
2023-09-15,257,520,2159,226,1,8.3,21.5,14.78,74,9.79,12,0,707,2.4,4.6
2023-09-16,258,1031,2539,64,3,10.3,25.6,17.23,72,11.65,26,0,661,1.99,4
2023-09-17,259,914,2992,18,4,13.7,27.7,20.47,70,14.18,86,0,316,2,3.7
2023-09-18,260,106,1533,225,1,16.7,23.3,20.5,70,14.8,85,0,77,3.34,5.5
2023-09-19,261,77,1690,295,3,14.5,19.8,17.19,59,9.01,74,0,500,4.37,7.1
2023-09-20,262,188,2042,291,0,15.9,23,19.1,61,11.42,89,0,490,3.98,6.6
2023-09-21,263,140,1708,254,0,16.7,22.8,19.88,62,12.36,73,0.3,219,3.04,5.1
2023-09-22,264,257,2043,184,3,14.2,19,15.93,74,11.3,84,1.8,71,3.21,5.6
2023-09-23,265,391,2264,50,1,11.5,17.4,14.32,66,7.92,65,0,490,3.31,6.1
2023-09-24,266,575,2725,24,0,10.8,19.4,14.43,69,8.6,48,0,440,1.95,3.6
2023-09-25,267,186,1635,207,1,10.6,20.6,15.03,62,7.25,49,0,643,2.53,3.6
2023-09-26,268,310,1891,283,4,6.4,24.1,15.59,72,9.85,42,0,658,2.02,3.4
2023-09-27,269,327,1934,284,0,10.9,26.1,18.3,71,12.38,65,0,596,1.92,3.2
2023-09-28,270,271,1840,266,1,13.6,25.6,19.12,73,13.88,73,0,469,1.65,3.3
2023-09-29,271,165,2293,247,1,14.9,24.9,19.61,72,14.22,98,2.2,96,3.05,6.9
2023-09-30,272,593,2702,48,1,10.1,18.2,14.02,72,8.86,60,0.2,481,2.54,5.1
2023-10-01,273,627,3815,18,1,10.6,20.7,15.43,72,10.16,100,0,86,1.26,5.1
2023-10-02,274,741,3352,195,2,12.7,25.9,19.73,66,12.78,77,0,453,2,5.7
2023-10-03,275,263,2841,30,0,12,22.8,18.32,66,11.63,83,11.8,98,4.82,8.3
2023-10-04,276,47,1871,269,0,12.3,16.6,13.83,68,7.99,57,0,390,4.28,7.4
2023-10-05,277,51,1877,269,0,12.5,17,14.49,68,8.56,99,0,319,4.64,7.1
2023-10-06,278,164,2186,213,1,9.4,19,15.38,66,8.8,76,0,323,3.52,9.3
2023-10-07,279,219,1893,39,1,15.6,21.1,17.97,67,11.6,94,0,181,8.3,11.7
2023-10-08,280,204,2294,12,2,8,18.5,12.32,73,7.49,96,4.8,351,2.77,7
2023-10-09,281,14,1426,193,1,10.8,17.2,14.1,83,11.13,96,15.9,1,3.15,8
2023-10-10,282,88,1757,239,2,13.5,20,16.66,78,12.71,96,0.1,271,2.15,4.9
2023-10-11,283,264,2101,322,1,18.8,23.6,21.27,47,9.54,94,0,426,5.88,8.2
2023-10-12,284,6,1630,295,0,12.1,20.4,15.34,82,11.85,99,6.8,0,2.66,5.8
2023-10-13,285,56,1768,209,0,12.2,22.2,18.2,75,13.52,87,0.1,260,4.15,8.2
2023-10-14,286,69,1793,49,0,7.5,18.8,13.22,70,7.82,80,11.6,412,4.9,9.6
2023-10-15,287,19,1888,12,0,6.1,9,7.42,70,2.3,41,0.4,314,4.9,7
2023-10-16,288,8,1644,200,0,5.1,10,7.05,77,3.3,71,0.1,90,2.88,4.6
2023-10-17,289,44,2209,262,2,3.1,9.9,6.39,85,3.96,61,0,218,1.53,3.1
2023-10-18,290,25,2247,266,0,-0.2,10.5,5.61,80,2.39,79,0,387,2.42,4.5
2023-10-19,291,19,1691,287,1,5.9,10.7,7.89,93,6.84,99,11.7,0,2.47,4.4
2023-10-20,292,5,1812,160,1,6.6,9.6,7.38,97,6.91,99,13.3,0,3.32,5.9
2023-10-21,293,41,1979,57,0,7.5,17.1,11.54,84,8.65,71,0.7,345,2.65,5.6
2023-10-22,294,52,2285,17,0,9.5,14.3,11.72,77,7.72,89,0,162,2.33,4.8
2023-10-23,295,52,2122,219,2,8,14.4,10.78,87,8.55,92,0,111,1.46,3
2023-10-24,296,8,1987,308,1,10.3,13.9,11.77,84,9.2,98,0.9,0,2.43,6.1
2023-10-25,297,18,2371,288,0,5.5,13.7,9.84,82,6.8,91,1.1,387,2.35,5.6
2023-10-26,298,2,1849,272,1,8,11.8,10.21,86,7.94,89,2.2,120,1.56,4.3
2023-10-27,299,2,1943,198,0,4,10.1,7.78,93,6.68,99,4.7,0,1.05,1.8
2023-10-28,300,29,1965,61,2,7.3,12.7,10.43,83,7.62,92,1.7,36,2.59,4.5
2023-10-29,301,15,2228,16,0,10.5,15.1,12.5,78,8.81,96,6.5,80,5.84,9.6
2023-10-30,302,52,1939,167,1,11.4,15.4,12.7,74,8.15,99,0,107,3.81,6.5
2023-10-31,303,90,1742,16,0,10.3,12.1,11.19,77,7.22,83,1.5,172,4.59,9.1
2023-11-01,304,3,1568,252,3,7.9,13.9,11.31,80,8.02,99,0.5,48,3.33,6
2023-11-02,305,1,1493,243,1,9.4,13.2,11.16,71,5.97,91,0,2,5.06,11.8
2023-11-03,306,14,1727,212,1,7.6,10.9,9.28,67,3.5,77,0,270,2.94,7.1
2023-11-04,307,8,1485,53,2,6.5,10.8,7.88,72,3.07,74,1.2,200,4.31,7.2
2023-11-05,308,2,1192,14,1,8.6,11.6,9.9,80,6.5,96,2.5,33,4.54,8.9
2023-11-06,309,2,1198,210,4,9,12.4,10.17,70,4.86,70,1.1,175,4.64,9.6
2023-11-07,310,1,1320,288,4,8.2,11.1,9.33,72,4.59,65,0.3,39,3,4.9
2023-11-08,311,0,1332,300,1,7.8,10.5,8.83,71,3.81,85,0,187,3.71,6.6
2023-11-09,312,0,1317,284,3,7.8,10.1,8.84,78,5.11,98,0.1,71,5.13,9.9
2023-11-10,313,1,1713,227,2,6.8,9.2,7.78,72,3.05,85,0,77,3.97,8.4
2023-11-11,314,3,1209,74,1,4.9,7.5,6.29,80,3.12,97,6.1,94,2.83,5.3
2023-11-12,315,8,2005,11,0,4.3,8.7,6.57,70,1.41,88,0.2,223,3.33,6.1
2023-11-13,316,0,1210,236,1,0.3,12.2,6.17,80,2.95,78,5.4,0,4.37,9.3
2023-11-14,317,0,1202,257,4,9,12,11.02,70,5.78,87,2.2,110,7.43,9.8
2023-11-15,318,0,1233,245,2,7,9.9,8.45,82,5.48,89,4.4,16,4.08,6.9
2023-11-16,319,6,1299,264,1,1.2,8.5,6.32,78,2.63,85,0.1,138,3.2,5.4
2023-11-17,320,1,1655,217,2,1.7,6.7,4.41,78,0.8,92,0.7,155,4.74,6.4
2023-11-18,321,8,1477,69,2,0.4,7.1,4,84,1.5,91,3.9,160,3.06,9.2
2023-11-19,322,4,1689,11,0,4.4,12.2,10.15,74,5.64,70,1.1,255,6.39,10.8
2023-11-20,323,0,1146,196,0,7.7,11.3,10,76,5.94,89,1.4,59,4.83,7.2
2023-11-21,324,0,1292,248,4,1.7,8,5.37,85,2.95,100,2,0,2.52,3.8
2023-11-22,325,0,1342,252,0,-2.5,5.2,-0.08,79,-3.51,76,0,144,1.82,3.9
2023-11-23,326,0,1114,259,2,6.3,10.9,8.83,77,4.95,77,3.8,179,8.87,11.5
2023-11-24,327,0,1382,153,2,0.7,6.8,4.04,77,0.32,89,5.5,94,7.55,9.1
2023-11-25,328,2,1326,46,5,0.2,3.3,1.94,82,-0.91,92,1.8,1,5.42,8.8
2023-11-26,329,0,1972,23,3,0.1,4,2.19,79,-1.14,93,2,53,2.58,5.8
2023-11-27,330,0,1091,145,10,-0.1,3.6,2.08,89,0.47,89,5.4,0,2.3,4.7
2023-11-28,331,0,990,155,2,-5.5,-0.3,-2.37,92,-3.5,95,16.8,0,2.62,4.2
2023-11-29,332,0,1011,189,0,-5.4,1.7,-0.92,76,-4.71,96,0.2,12,3.92,8.1
2023-11-30,333,0,1377,185,4,-7.7,-0.7,-4.51,89,-6.13,95,0.5,54,0.78,1.4
